15942: done 1065 episodes, mean reward -0.004, speed 68.02 f/s
16013: done 1070 episodes, mean reward -0.004, speed 67.63 f/s
16084: done 1075 episodes, mean reward -0.004, speed 65.22 f/s
16155: done 1080 episodes, mean reward -0.004, speed 70.31 f/s
16226: done 1085 episodes, mean reward -0.004, speed 68.89 f/s
16297: done 1090 episodes, mean reward -0.004, speed 69.62 f/s
16368: done 1095 episodes, mean reward -0.004, speed 66.77 f/s
16439: done 1100 episodes, mean reward -0.004, speed 70.17 f/s
16510: done 1105 episodes, mean reward -0.004, speed 66.48 f/s
16596: done 1111 episodes, mean reward -0.004, speed 72.18 f/s
16667: done 1116 episodes, mean reward -0.004, speed 66.58 f/s
16752: done 1122 episodes, mean reward -0.004, speed 72.96 f/s
16823: done 1127 episodes, mean reward -0.004, speed 68.16 f/s
16894: done 1132 episodes, mean reward -0.004, speed 66.12 f/s
16965: done 1137 episodes, mean reward -0.004, speed 69.66 f/s
17036: done 1142 episodes, mean reward -0.004, speed 69.90 f/s
17107: done 1147 episodes, mean reward -0.004, speed 70.65 f/s
17192: done 1153 episodes, mean reward -0.005, speed 70.58 f/s
17277: done 1159 episodes, mean reward -0.005, speed 72.05 f/s
17348: done 1164 episodes, mean reward -0.005, speed 68.51 f/s
17419: done 1169 episodes, mean reward -0.005, speed 68.85 f/s
17490: done 1174 episodes, mean reward -0.005, speed 67.51 f/s
17561: done 1179 episodes, mean reward -0.005, speed 70.13 f/s
17632: done 1184 episodes, mean reward -0.005, speed 70.24 f/s
17717: done 1190 episodes, mean reward -0.005, speed 71.14 f/s
17803: done 1196 episodes, mean reward -0.005, speed 72.37 f/s
17874: done 1201 episodes, mean reward -0.005, speed 67.27 f/s
17945: done 1206 episodes, mean reward -0.005, speed 67.84 f/s
18016: done 1211 episodes, mean reward -0.005, speed 67.25 f/s
18101: done 1217 episodes, mean reward -0.005, speed 72.75 f/s
18172: done 1222 episodes, mean reward -0.005, speed 66.30 f/s
